filepath,filename,label,extension,file_hash,is_readable,width,height,channels,file_size_kb,split
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\BNE_757613.jpg,BNE_757613.jpg,neutrophil,.jpg,c47122e8eadf278ea785ffbdb12fe720,True,360.0,363.0,3.0,14.14,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_800958.jpg,MO_800958.jpg,monocyte,.jpg,45cb5fd52d8b93ff00aa52f904364006,True,360.0,363.0,3.0,18.15,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_792024.jpg,SNE_792024.jpg,neutrophil,.jpg,875cc76d864a16cc263cf36d70c05cf3,True,360.0,363.0,3.0,15.11,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_443713.jpg,EO_443713.jpg,eosinophil,.jpg,44902cc41ccb4039d689da707175166d,True,360.0,363.0,3.0,15.13,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_934730.jpg,SNE_934730.jpg,neutrophil,.jpg,b22d2cbb58a5b34c7fc88f21fac08e38,True,360.0,363.0,3.0,18.2,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_466697.jpg,PLATELET_466697.jpg,platelet,.jpg,4945bf36f0c996ab158604a3ecf612bd,True,360.0,363.0,3.0,12.86,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_133532.jpg,SNE_133532.jpg,neutrophil,.jpg,5424ab7eeefb3e46f2707f00a48664b4,True,360.0,363.0,3.0,17.64,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_341417.jpg,MY_341417.jpg,immature_granulocytes,.jpg,89c6556a23529d16b7b5ad5cdc88f59a,True,360.0,363.0,3.0,15.89,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_127009.jpg,PLATELET_127009.jpg,platelet,.jpg,30913ee1919c77658d5de0a2aad53888,True,360.0,363.0,3.0,12.98,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_172217.jpg,EO_172217.jpg,eosinophil,.jpg,8b75db21756cde2f84a9d19df0a8031e,True,360.0,363.0,3.0,16.72,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_60036.jpg,EO_60036.jpg,eosinophil,.jpg,f3819fa508d53e2376b36a1e61dd1fae,True,360.0,363.0,3.0,16.94,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_75419.jpg,EO_75419.jpg,eosinophil,.jpg,6cbff3eae46de84219c2c57c4e56ca74,True,360.0,363.0,3.0,15.94,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_205043.jpg,MY_205043.jpg,immature_granulocytes,.jpg,343a844f57f7f98141c0205c4421ac73,True,360.0,363.0,3.0,18.09,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_878079.jpg,MY_878079.jpg,immature_granulocytes,.jpg,aad608671971abbbcfa12f6a756eeff8,True,360.0,363.0,3.0,17.52,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_76478.jpg,MY_76478.jpg,immature_granulocytes,.jpg,830e3f2275c5dde4cdcbf1bcce17cd3f,True,360.0,363.0,3.0,16.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_956778.jpg,MO_956778.jpg,monocyte,.jpg,d57663ef244dd841b0c3e92040a1f69e,True,360.0,363.0,3.0,16.29,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_47420.jpg,EO_47420.jpg,eosinophil,.jpg,f42b3488be65f9a87868452661a148fb,True,360.0,363.0,3.0,16.05,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_678790.jpg,ERB_678790.jpg,erythroblast,.jpg,41b7de1d19db72e6f4f65a3cb6c35ce7,True,360.0,363.0,3.0,11.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_362980.jpg,MO_362980.jpg,monocyte,.jpg,4082a2c8d27bf82e4a3964756caddf0f,True,360.0,363.0,3.0,16.85,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_634711.jpg,EO_634711.jpg,eosinophil,.jpg,4b106782dba10dfd84de2468ab704940,True,360.0,363.0,3.0,19.52,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_452738.jpg,PLATELET_452738.jpg,platelet,.jpg,579764d52ab7c5266772698277363ac0,True,360.0,363.0,3.0,13.08,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_740056.jpg,ERB_740056.jpg,erythroblast,.jpg,5211e0da90209c5073e093612316e0bf,True,360.0,363.0,3.0,14.84,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_981530.jpg,EO_981530.jpg,eosinophil,.jpg,23120cdce9b61d063f030029f6cfb6bb,True,360.0,363.0,3.0,17.15,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\BNE_396823.jpg,BNE_396823.jpg,neutrophil,.jpg,0e2eafd86fcbaae0b5bd61461245508b,True,360.0,363.0,3.0,15.72,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_901254.jpg,EO_901254.jpg,eosinophil,.jpg,e4c36be36f7774990d1bac464279dfbb,True,360.0,363.0,3.0,16.36,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_876025.jpg,SNE_876025.jpg,neutrophil,.jpg,8dc5271b7971cc22f6b42c77a5aecb9a,True,360.0,363.0,3.0,16.84,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_960120.jpg,EO_960120.jpg,eosinophil,.jpg,58cf83eeece72a57fc27921c2c6c2c14,True,360.0,363.0,3.0,15.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MMY_19855.jpg,MMY_19855.jpg,immature_granulocytes,.jpg,7c03341efe948e2c2f74b57d3329a1ef,True,360.0,363.0,3.0,15.63,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MMY_438586.jpg,MMY_438586.jpg,immature_granulocytes,.jpg,7a54e920ad9ab42b86b45a74bd6f72f4,True,360.0,363.0,3.0,14.27,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_187463.jpg,MO_187463.jpg,monocyte,.jpg,1235a98f3910ce755143e1cd101b8c12,True,360.0,363.0,3.0,17.49,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MMY_669472.jpg,MMY_669472.jpg,immature_granulocytes,.jpg,7de36338fe7efbc4e04cabff1ca54e8e,True,360.0,363.0,3.0,14.13,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\lymphocyte\LY_668845.jpg,LY_668845.jpg,lymphocyte,.jpg,6024b7aadde358f36d7ef18ad61456c7,True,360.0,363.0,3.0,14.29,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_538680.jpg,EO_538680.jpg,eosinophil,.jpg,3cd603689bca8d8607b3c2aed339672b,True,360.0,363.0,3.0,17.85,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_350556.jpg,EO_350556.jpg,eosinophil,.jpg,50647a44c440a8277df538dd6a72a053,True,360.0,363.0,3.0,20.59,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\basophil\BA_893914.jpg,BA_893914.jpg,basophil,.jpg,fdebba8f7a4421cd167dfaae426a4330,True,360.0,363.0,3.0,18.79,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_712414.jpg,PLATELET_712414.jpg,platelet,.jpg,20e3b9a96e13c3ed2d88220c1e021419,True,360.0,363.0,3.0,13.11,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_822485.jpg,PLATELET_822485.jpg,platelet,.jpg,83d6ae52974b44f9061de1e8d8ffb97b,True,360.0,363.0,3.0,10.75,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_303697.jpg,MO_303697.jpg,monocyte,.jpg,d5cc43d57dd2fb612e9acb097382ed64,True,360.0,363.0,3.0,15.25,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\BNE_611740.jpg,BNE_611740.jpg,neutrophil,.jpg,da1e8078b5ab90f6043bf245593a45c7,True,360.0,363.0,3.0,14.37,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_865229.jpg,MO_865229.jpg,monocyte,.jpg,48b274ea1bcdbcb1c5f2fcd3f54af290,True,360.0,363.0,3.0,16.32,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_633427.jpg,EO_633427.jpg,eosinophil,.jpg,875abf28784da305ae70cfd964c06386,True,360.0,363.0,3.0,16.47,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_248746.jpg,SNE_248746.jpg,neutrophil,.jpg,bda462f6c888f395f2b74efcaed1ecc9,True,360.0,363.0,3.0,15.35,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_316227.jpg,EO_316227.jpg,eosinophil,.jpg,cf16ffa4d13bd8aca37f5315d77e567c,True,360.0,363.0,3.0,17.42,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\lymphocyte\LY_511879.jpg,LY_511879.jpg,lymphocyte,.jpg,7afcbbaedaddf51e50daff9d6e88a571,True,360.0,363.0,3.0,15.24,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_211701.jpg,PLATELET_211701.jpg,platelet,.jpg,5b0bf431eb5689f7a9da165ecd87824e,True,360.0,363.0,3.0,12.85,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_329365.jpg,MY_329365.jpg,immature_granulocytes,.jpg,82d217886b695d4d8ad05ba005ab5439,True,360.0,363.0,3.0,19.02,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_133370.jpg,EO_133370.jpg,eosinophil,.jpg,c4507d28756db3abd15a2fe2963f028c,True,360.0,363.0,3.0,14.71,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_538813.jpg,EO_538813.jpg,eosinophil,.jpg,c77ea3eb70a6370461f26643d06d2a0f,True,360.0,363.0,3.0,16.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_56397.jpg,PLATELET_56397.jpg,platelet,.jpg,deb892ffab36aae19666a66474badcbd,True,360.0,363.0,3.0,13.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_705601.jpg,PLATELET_705601.jpg,platelet,.jpg,cc80918d278f27c4c269e31117f0b8ff,True,360.0,363.0,3.0,18.51,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\basophil\BA_80247.jpg,BA_80247.jpg,basophil,.jpg,e889e16678580108f6706f49ca9dd0e0,True,366.0,369.0,3.0,14.98,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MMY_166174.jpg,MMY_166174.jpg,immature_granulocytes,.jpg,884feab059f0b3bc1890c2f33d42e780,True,360.0,363.0,3.0,14.73,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\basophil\BA_4744.jpg,BA_4744.jpg,basophil,.jpg,fe6bd893724dcc7a02a1283c871f015b,True,366.0,369.0,3.0,14.42,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_83599.jpg,ERB_83599.jpg,erythroblast,.jpg,506714ad98ded52b565db4ee02b8dbf5,True,360.0,363.0,3.0,15.62,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_648704.jpg,SNE_648704.jpg,neutrophil,.jpg,a34cdef16593783359fac15461db34a5,True,360.0,363.0,3.0,19.45,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_374597.jpg,SNE_374597.jpg,neutrophil,.jpg,6ce385ecc06d538736f76a1ec611bd23,True,360.0,363.0,3.0,17.31,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_8550.jpg,ERB_8550.jpg,erythroblast,.jpg,6a04d3011ca96c22864790e565e4cc07,True,362.0,360.0,3.0,14.49,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\basophil\BA_760781.jpg,BA_760781.jpg,basophil,.jpg,a492f87e9e17d51cb4ed244dcf875e35,True,360.0,363.0,3.0,17.76,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_7740.jpg,SNE_7740.jpg,neutrophil,.jpg,ec5c28de3398a11641f623f04ca423cf,True,360.0,363.0,3.0,16.67,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_115914.jpg,ERB_115914.jpg,erythroblast,.jpg,7914648bf96ccd30b4da72429a4741d5,True,360.0,363.0,3.0,13.85,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_195102.jpg,PLATELET_195102.jpg,platelet,.jpg,fd8e4cb77750fcdaa4d5c6262282237d,True,360.0,363.0,3.0,11.87,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\basophil\BA_457610.jpg,BA_457610.jpg,basophil,.jpg,cc1af0c6f370d7143094d55a3e8f8c08,True,360.0,363.0,3.0,17.52,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_727326.jpg,EO_727326.jpg,eosinophil,.jpg,9c74238d86346803617c9d9e133665ec,True,360.0,363.0,3.0,15.34,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_317661.jpg,ERB_317661.jpg,erythroblast,.jpg,3f69eb954289606d04e368d1352b2915,True,360.0,363.0,3.0,15.13,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_206523.jpg,SNE_206523.jpg,neutrophil,.jpg,e666ae3cc3a102a2a7641e15e2356635,True,360.0,363.0,3.0,15.69,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\erythroblast\ERB_150458.jpg,ERB_150458.jpg,erythroblast,.jpg,5e29afdb1415f2430602ec0f893ca99f,True,360.0,363.0,3.0,14.36,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_105867.jpg,SNE_105867.jpg,neutrophil,.jpg,12ba578be0b35fd87ecb1699b6e1f758,True,360.0,363.0,3.0,16.24,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_703925.jpg,PLATELET_703925.jpg,platelet,.jpg,5c78c455a594531295df9f2ff9f77623,True,360.0,363.0,3.0,12.89,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_725577.jpg,EO_725577.jpg,eosinophil,.jpg,9c0e133eb1f95dfe1318d428b5446456,True,360.0,363.0,3.0,19.83,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_108753.jpg,SNE_108753.jpg,neutrophil,.jpg,df73a143d547c77948bfb38097227330,True,360.0,363.0,3.0,16.67,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_902453.jpg,SNE_902453.jpg,neutrophil,.jpg,7290ac813165e0df8c98ff173130f6ea,True,360.0,363.0,3.0,16.45,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\SNE_184726.jpg,SNE_184726.jpg,neutrophil,.jpg,9f518c1de7bf03f6e03d7be3295bc00f,True,360.0,363.0,3.0,15.81,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_732739.jpg,MY_732739.jpg,immature_granulocytes,.jpg,c6f41d4bf764eeb73598c6f3ce3b0633,True,360.0,363.0,3.0,17.59,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\lymphocyte\LY_929854.jpg,LY_929854.jpg,lymphocyte,.jpg,bd8e35206e47de54b6f637fc3448f84c,True,360.0,363.0,3.0,16.54,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\monocyte\MO_455421.jpg,MO_455421.jpg,monocyte,.jpg,aed520d7bec4307c7c53504ea150567a,True,360.0,363.0,3.0,16.66,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MMY_768755.jpg,MMY_768755.jpg,immature_granulocytes,.jpg,1d1fc806b11fa525cdaf68333096b7ef,True,360.0,363.0,3.0,17.68,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\MY_717957.jpg,MY_717957.jpg,immature_granulocytes,.jpg,1d089f1f883ecc5896bcc032b260814e,True,360.0,363.0,3.0,19.92,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\ig\IG_101958.jpg,IG_101958.jpg,immature_granulocytes,.jpg,32524e96e97cba43aa47c6686d35a2f2,True,360.0,360.0,3.0,14.65,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_715664.jpg,EO_715664.jpg,eosinophil,.jpg,2581e25c4c51cfe5bbcb37169ef57699,True,360.0,363.0,3.0,16.0,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_897164.jpg,EO_897164.jpg,eosinophil,.jpg,77c47c52b583b2f7b1363f0451a13c4a,True,360.0,363.0,3.0,17.28,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\neutrophil\BNE_122030.jpg,BNE_122030.jpg,neutrophil,.jpg,48eb5c8175cd1b86df5700521b05dfd5,True,360.0,363.0,3.0,15.54,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_329789.jpg,PLATELET_329789.jpg,platelet,.jpg,864fa05b335679ebe52f68bce46c7e1a,True,360.0,363.0,3.0,11.25,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\lymphocyte\LY_570832.jpg,LY_570832.jpg,lymphocyte,.jpg,d41960dba947ffb37b44d3375c631583,True,360.0,363.0,3.0,14.74,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\eosinophil\EO_759484.jpg,EO_759484.jpg,eosinophil,.jpg,3e1358c354c1824e34c3131db55273bf,True,360.0,363.0,3.0,15.54,train
C:\Users\Startklar\Downloads\ML\Sudhanshu\data\raw\PBC_dataset_normal_DIB\platelet\PLATELET_36856.jpg,PLATELET_36856.jpg,platelet,.jpg,8af55159ae1b757c077a850ae2a0151e,True,360.0,363.0,3.0,13.2,train
